paper_id,pool,cell_type,subtype,species,original_symbol,normalized_symbol,normalization_status,evidence_type,marker_polarity,source_locator,source_context,old_decision,old_reason,old_citation_verified,task_no,citation_match_score,citation_verified,markdown_sha256_match,gate1_status
DOI_10.1016_j.cell.2021.07.023,A_exclude,Developing secretory and goblet cells,,human,KRT15,KRT15,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 3","persistent expression of some basal cell markers (e.g., persistent COL7A1 and DST expression, but diminishing KRT5, KRT15 expression)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,MUC5AChigh goblet cells,human,MUC5AC,MUC5AC,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",goblet cells were split into 4 distinct sets: MUC5AChigh goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,SCGB1A1high goblet cells,human,SCGB1A1,SCGB1A1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",SCGB1A1high goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,AZGP1high goblet cells,human,AZGP1,AZGP1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",AZGP1high goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,AZGP1highSCGB3A1highLTFhigh goblet cells,human,AZGP1,AZGP1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",AZGP1highSCGB3A1highLTFhigh goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,duplicate_pool
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,AZGP1highSCGB3A1highLTFhigh goblet cells,human,SCGB3A1,SCGB3A1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",AZGP1highSCGB3A1highLTFhigh goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Goblet cells,AZGP1highSCGB3A1highLTFhigh goblet cells,human,LTF,LTF,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",AZGP1highSCGB3A1highLTFhigh goblet cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,SERPINB11high secretory cells,human,SERPINB11,SERPINB11,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",Secretory cells were divided into 6 distinct detailed subtypes: SERPINB11high secretory cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.72,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1high secretory cells,human,BPIFA1,BPIFA1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",BPIFA1high secretory cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,duplicate_pool
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,KRT24highKRT13high secretory cells,human,KRT24,KRT24,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",KRT24highKRT13high secretory cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,KRT24highKRT13high secretory cells,human,KRT13,KRT13,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",KRT24highKRT13high secretory cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1highchemokinehigh secretory cells,human,BPIFA1,BPIFA1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BPIFA1highchemokinehigh secretory cells (chemokines include CXCL8, CXCL2, CXCL1, and CXCL3)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.8889,True,True,duplicate_pool
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1highchemokinehigh secretory cells,human,CXCL8,CXCL8,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BPIFA1highchemokinehigh secretory cells (chemokines include CXCL8, CXCL2, CXCL1, and CXCL3)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.8889,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1highchemokinehigh secretory cells,human,CXCL2,CXCL2,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BPIFA1highchemokinehigh secretory cells (chemokines include CXCL8, CXCL2, CXCL1, and CXCL3)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.8889,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1highchemokinehigh secretory cells,human,CXCL1,CXCL1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BPIFA1highchemokinehigh secretory cells (chemokines include CXCL8, CXCL2, CXCL1, and CXCL3)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.8889,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,BPIFA1highchemokinehigh secretory cells,human,CXCL3,CXCL3,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BPIFA1highchemokinehigh secretory cells (chemokines include CXCL8, CXCL2, CXCL1, and CXCL3)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.8889,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,interferon responsive secretory cells,human,IFITM3,IFITM3,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","interferon responsive secretory cells (defined by higher expression of broad anti-viral genes including IFITM3, IFI6, and MX1)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.9286,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,interferon responsive secretory cells,human,IFI6,IFI6,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","interferon responsive secretory cells (defined by higher expression of broad anti-viral genes including IFITM3, IFI6, and MX1)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.9286,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Secretory cells,interferon responsive secretory cells,human,MX1,MX1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","interferon responsive secretory cells (defined by higher expression of broad anti-viral genes including IFITM3, IFI6, and MX1)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.9286,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Squamous cells,CCL5high squamous cells,human,CCL5,CCL5,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",detailed squamous cell subtypes include CCL5high squamous cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Squamous cells,VEGFAhigh squamous cells,human,VEGFA,VEGFA,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",VEGFAhigh squamous cells (which express multiple vascular endothelial genes including VEGFA and VWF),exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Squamous cells,SPRR2Dhigh squamous cells,human,SPRR2D,SPRR2D,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",SPRR2Dhigh squamous cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Squamous cells,HOPXhigh squamous cells,human,HOPX,HOPX,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",HOPXhigh squamous cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,False,20,0.0,False,True,fail_citation
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,FOXJ1high ciliated cells,human,FOXJ1,FOXJ1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4",FOXJ1high ciliated cells,exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,early response FOXJ1high ciliated cells,human,FOXJ1,FOXJ1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","early response FOXJ1high ciliated cells (which, in addition to high FOXJ1, also express higher abundances of genes such as JUN, EGR1, FOS than other ciliated cell subtypes)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,duplicate_pool
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,early response FOXJ1high ciliated cells,human,JUN,JUN,exact,cluster_enriched,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","early response FOXJ1high ciliated cells (which, in addition to high FOXJ1, also express higher abundances of genes such as JUN, EGR1, FOS than other ciliated cell subtypes)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,early response FOXJ1high ciliated cells,human,EGR1,EGR1,exact,cluster_enriched,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","early response FOXJ1high ciliated cells (which, in addition to high FOXJ1, also express higher abundances of genes such as JUN, EGR1, FOS than other ciliated cell subtypes)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,early response FOXJ1high ciliated cells,human,FOS,FOS,exact,cluster_enriched,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","early response FOXJ1high ciliated cells (which, in addition to high FOXJ1, also express higher abundances of genes such as JUN, EGR1, FOS than other ciliated cell subtypes)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Ciliated cells,BEST4highciliahigh ciliated cells,human,BEST4,BEST4,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 4","BEST4highciliahigh ciliated cells (in addition to cilia components, also express the ion channel BEST4)",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,1.0,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,FFAR4,FFAR4,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,MRC1,MRC1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,CHIT1,CHIT1,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,SIGLEC11,SIGLEC11,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,CCL18,CCL18,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,CCL15,CCL15,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,ALOX5,ALOX5,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
DOI_10.1016_j.cell.2021.07.023,A_exclude,Macrophages,FFAR4high macrophages,human,ALOX5AP,ALOX5AP,exact,annotation_marker,positive,"STAR Methods, Cell Clustering and Annotation, paragraph 5","FFAR4high macrophages are defined by expression of FFAR4, MRC1, CHIT1, and SIGLEC11, as well as chemotactic factors including CCL18, CCL15, genes involved in leukotriene synthesis (ALOX5, ALOX5AP, LTA4H), and toll-like receptors TLR8 and TLR2",exclude,非目标细胞类型（target scope: L4:Enteroendocrine cell）；排除并保留追溯。,True,20,0.96,True,True,pass
